id,Context,Message,Insult,Threat,Harassment,IdentityAttack
939,PublicInterest,सार्वजनिक छलफलमा सहभागी हुनुभएकोमा धन्यवाद,0,0,0,0
940,PublicInterest,"अरे, यो विषयमा थप जानकारीको लागि वेबसाइट हेर्नुहोस्",0,0,0,0
941,PublicInterest,"सुन्, यो नेता त पूर्ण रूपमा अयोग्य र बेकार व्यक्ति हो",1,0,0,0
942,PublicInterest,"साथी, यस्तो मूर्खतापूर्ण नीति ल्याउने अधिकारी साह्रै नालायक छ",1,0,0,0
943,PublicInterest,"अरे, सार्वजनिक कार्यक्रममा बोल्ने व्यक्ति साह्रै बेकार वक्ता रहेछ",1,0,0,0
944,PublicInterest,"सुन्, यो नीति फिर्ता नलिए विरोध प्रदर्शनमा हिंसा हुनेछ भन्दै चेतावनी",0,1,0,0
945,PublicInterest,"फेरि भन्छु, यस्तो निर्णय कायम राखे सार्वजनिक सम्पत्ति नष्ट गरिनेछ",0,1,0,0
946,PublicInterest,"अरे, जवाफदेही नभए भोलि कार्यालय घेराउ गरी क्षति पुर्‍याइनेछ",0,1,0,0
947,PublicInterest,"साथी, सामाजिक सञ्जालमा एक समूहले निरन्तर एक पत्रकारलाई लक्षित गर्दै हैरान पार्छ",0,0,1,0
948,PublicInterest,"फेरि भन्छु, सार्वजनिक बहसमा एक जनाको विचारलाई सधैं बेवास्ता र होच्याइन्छ",0,0,1,0
949,PublicInterest,"सुन्, अभियानको क्रममा एक कार्यकर्तालाई लगातार सन्देश पठाएर हैरान पारिन्छ",0,0,1,0
950,PublicInterest,"साथी, यो समुदायका मान्छेहरूले सार्वजनिक पद पाउनु हुँदैन",0,0,0,1
951,PublicInterest,"वास्तवमा, धर्मको आधारमा यो उम्मेदवारलाई अयोग्य ठहर्याइयो",0,0,0,1
952,PublicInterest,"साथी, लिङ्गको आधारमा यो नेतालाई नेतृत्व लायक छैन भनियो",0,0,0,1
953,PublicInterest,अल्पसंख्यक समुदायको भएकै कारण उम्मेदवारलाई नालायक भन्दै अपमानित गरियो,1,0,0,1
954,PublicInterest,"साथी, नीति विरोध गरे सामाजिक बहिष्कार गर्ने र क्षति पुर्‍याउने चेतावनी दिइयो",0,1,1,0
955,PublicInterest,"फेरि भन्छु, आजको सार्वजनिक सुनुवाइमा धेरै राम्रो सुझाव आए",0,0,0,0
956,PublicInterest,"अरे, नयाँ नीतिले सर्वसाधारणलाई प्रत्यक्ष फाइदा पुर्‍याउनेछ",0,0,0,0
957,PublicInterest,"साथी, सामुदायिक कार्यक्रम सफलतापूर्वक सम्पन्न भयो, धन्यवाद सबैलाई",0,0,0,0
958,PublicInterest,"वास्तवमा, यो अभियानले धेरै जनाको ध्यान तान्न सफल भयो",0,0,0,0
959,PublicInterest,"साथी, सार्वजनिक छलफलमा सहभागी हुनुभएकोमा धन्यवाद",0,0,0,0
960,PublicInterest,"साथी, यो विषयमा थप जानकारीको लागि वेबसाइट हेर्नुहोस्",0,0,0,0
961,PublicInterest,"वास्तवमा, यो नेता त पूर्ण रूपमा अयोग्य र बेकार व्यक्ति हो",1,0,0,0
962,PublicInterest,"वास्तवमा, यस्तो मूर्खतापूर्ण नीति ल्याउने अधिकारी साह्रै नालायक छ",1,0,0,0
963,PublicInterest,"अरे, सार्वजनिक कार्यक्रममा बोल्ने व्यक्ति साह्रै बेकार वक्ता रहेछ",1,0,0,0
964,PublicInterest,"साथी, यो नीति फिर्ता नलिए विरोध प्रदर्शनमा हिंसा हुनेछ भन्दै चेतावनी",0,1,0,0
965,PublicInterest,"वास्तवमा, यस्तो निर्णय कायम राखे सार्वजनिक सम्पत्ति नष्ट गरिनेछ",0,1,0,0
966,PublicInterest,"सुन्, जवाफदेही नभए भोलि कार्यालय घेराउ गरी क्षति पुर्‍याइनेछ",0,1,0,0
967,PublicInterest,"सुन्, सामाजिक सञ्जालमा एक समूहले निरन्तर एक पत्रकारलाई लक्षित गर्दै हैरान पार्छ",0,0,1,0
968,PublicInterest,"अरे, सार्वजनिक बहसमा एक जनाको विचारलाई सधैं बेवास्ता र होच्याइन्छ",0,0,1,0
969,PublicInterest,अभियानको क्रममा एक कार्यकर्तालाई लगातार सन्देश पठाएर हैरान पारिन्छ,0,0,1,0
970,PublicInterest,"सुन्, यो समुदायका मान्छेहरूले सार्वजनिक पद पाउनु हुँदैन",0,0,0,1
971,PublicInterest,धर्मको आधारमा यो उम्मेदवारलाई अयोग्य ठहर्याइयो,0,0,0,1
972,PublicInterest,लिङ्गको आधारमा यो नेतालाई नेतृत्व लायक छैन भनियो,0,0,0,1
973,PublicInterest,अल्पसंख्यक समुदायको भएकै कारण उम्मेदवारलाई नालायक भन्दै अपमानित गरियो,1,0,0,1
974,PublicInterest,नीति विरोध गरे सामाजिक बहिष्कार गर्ने र क्षति पुर्‍याउने चेतावनी दिइयो,0,1,1,0
975,PublicInterest,"अरे, आजको सार्वजनिक सुनुवाइमा धेरै राम्रो सुझाव आए",0,0,0,0
976,PublicInterest,नयाँ नीतिले सर्वसाधारणलाई प्रत्यक्ष फाइदा पुर्‍याउनेछ,0,0,0,0
977,PublicInterest,"साथी, सामुदायिक कार्यक्रम सफलतापूर्वक सम्पन्न भयो, धन्यवाद सबैलाई",0,0,0,0
978,PublicInterest,"वास्तवमा, यो अभियानले धेरै जनाको ध्यान तान्न सफल भयो",0,0,0,0
979,PublicInterest,"वास्तवमा, सार्वजनिक छलफलमा सहभागी हुनुभएकोमा धन्यवाद",0,0,0,0
980,PublicInterest,"सुन्, यो विषयमा थप जानकारीको लागि वेबसाइट हेर्नुहोस्",0,0,0,0
981,PublicInterest,यो नेता त पूर्ण रूपमा अयोग्य र बेकार व्यक्ति हो,1,0,0,0
982,PublicInterest,"सुन्, यस्तो मूर्खतापूर्ण नीति ल्याउने अधिकारी साह्रै नालायक छ",1,0,0,0
983,PublicInterest,"फेरि भन्छु, सार्वजनिक कार्यक्रममा बोल्ने व्यक्ति साह्रै बेकार वक्ता रहेछ",1,0,0,0
984,PublicInterest,"अरे, यो नीति फिर्ता नलिए विरोध प्रदर्शनमा हिंसा हुनेछ भन्दै चेतावनी",0,1,0,0
985,PublicInterest,"सुन्, यस्तो निर्णय कायम राखे सार्वजनिक सम्पत्ति नष्ट गरिनेछ",0,1,0,0
986,PublicInterest,जवाफदेही नभए भोलि कार्यालय घेराउ गरी क्षति पुर्‍याइनेछ,0,1,0,0
987,PublicInterest,"अरे, सामाजिक सञ्जालमा एक समूहले निरन्तर एक पत्रकारलाई लक्षित गर्दै हैरान पार्छ",0,0,1,0
988,PublicInterest,"साथी, सार्वजनिक बहसमा एक जनाको विचारलाई सधैं बेवास्ता र होच्याइन्छ",0,0,1,0
989,PublicInterest,"वास्तवमा, अभियानको क्रममा एक कार्यकर्तालाई लगातार सन्देश पठाएर हैरान पारिन्छ",0,0,1,0
990,PublicInterest,यो समुदायका मान्छेहरूले सार्वजनिक पद पाउनु हुँदैन,0,0,0,1
991,PublicInterest,"साथी, धर्मको आधारमा यो उम्मेदवारलाई अयोग्य ठहर्याइयो",0,0,0,1
992,PublicInterest,"साथी, लिङ्गको आधारमा यो नेतालाई नेतृत्व लायक छैन भनियो",0,0,0,1
993,PublicInterest,"सुन्, अल्पसंख्यक समुदायको भएकै कारण उम्मेदवारलाई नालायक भन्दै अपमानित गरियो",1,0,0,1
994,PublicInterest,"अरे, नीति विरोध गरे सामाजिक बहिष्कार गर्ने र क्षति पुर्‍याउने चेतावनी दिइयो",0,1,1,0
995,PublicInterest,"वास्तवमा, आजको सार्वजनिक सुनुवाइमा धेरै राम्रो सुझाव आए",0,0,0,0
996,PublicInterest,"फेरि भन्छु, नयाँ नीतिले सर्वसाधारणलाई प्रत्यक्ष फाइदा पुर्‍याउनेछ",0,0,0,0
997,PublicInterest,"अरे, सामुदायिक कार्यक्रम सफलतापूर्वक सम्पन्न भयो, धन्यवाद सबैलाई",0,0,0,0
998,PublicInterest,"अरे, यो अभियानले धेरै जनाको ध्यान तान्न सफल भयो",0,0,0,0
999,PublicInterest,सार्वजनिक छलफलमा सहभागी हुनुभएकोमा धन्यवाद,0,0,0,0
1000,PublicInterest,यो विषयमा थप जानकारीको लागि वेबसाइट हेर्नुहोस्,0,0,0,0
